word,reading,pos,english
符号,ふごう,N,"sign, mark, symbol"
夫妻,ふさい,N,"man and wife, married couple"
塞がる,ふさがる,V,"to be plugged up, to be shut up"
塞ぐ,ふさぐ,V,"to stuff, to close up, to block (up)"
ふざける,ふざける,V,"to romp, to gambol, to frolic"
無沙汰,ぶさた,N,neglecting to stay in contact
武士,ぶし,N,"warrior, samurai"
部首,ぶしゅ,N,radical (of a kanji character)
襖,ふすま,N,sliding screen
附属,ふぞく,N,"attached, belonging, affiliated"
付属,ふぞく,N,"being attached (to), being affiliated (to), belonging (to), going with"
蓋,ふた,N,"cover, lid, cap"
物騒,ぶっそう,N,"dangerous, disturbed, insecure"
ぶつぶつ,ぶつぶつ,N,"grumbling, complaining in a small voice"
船便,ふなびん,N,surface mail (ship)
部品,ぶひん,N,"parts, accessories"
吹雪,ふぶき,N,snow storm
父母,ふぼ,N,"father and mother, parents"
踏切,ふみきり,N,"railway crossing, level crossing, starting line, scratch, crossover"
麓,ふもと,N,"the foot, the bottom, the base (of a mountain)"
フライパン,フライパン,N,"fry pan, frying pan"
ブラウス,ブラウス,N,blouse
ぶらさげる,ぶらさげる,V,"to hang, to suspend, to swing"
ブラシ,ブラシ,N,brush
プラットホーム,プラットホーム,N,platform
フリー,フリー,N,free
振り仮名,ふりがな,N,pronunciation key
振り向く,ふりむく,V,"to turn one's face, to turn around"
プリント,プリント,N,"print, handout"
古里,ふるさと,N,"home town, birthplace"
振舞う,ふるまう,V,"to behave, to conduct"
ブローチ,ブローチ,N,brooch
プログラム,プログラム,N,program
風呂敷,ふろしき,N,"wrapping cloth, cloth wrapper"
ふわふわ,ふわふわ,N,"light, soft"
噴火,ふんか,N,eruption
分解,ぶんかい,N,"analysis, disassembly"
文芸,ぶんげい,N,"literature, art and literature"
文献,ぶんけん,N,"literature, books (reference)"
噴水,ふんすい,N,water fountain
分数,ぶんすう,N,fraction (in math)
文体,ぶんたい,N,literary style
分布,ぶんぷ,N,distribution
文房具,ぶんぼうぐ,N,stationery
文脈,ぶんみゃく,N,context
分量,ぶんりょう,N,"amount, quantity"
分類,ぶんるい,N,classification
閉会,へいかい,N,closure
平気,へいき,N,"coolness, calmness, unconcern"
並行,へいこう,N,"(going) side by side, concurrent, at the same time"
平日,へいじつ,N,weekday
兵隊,へいたい,N,soldier
平凡,へいぼん,N,"common, ordinary"
平野,へいや,N,"plain, open field"
凹む,へこむ,V,"to be dented, to be indented"
へそ,へそ,N,"navel, belly-button"
隔てる,へだてる,V,to be shut out
別荘,べっそう,N,villa; vacation home; summer cottage
別々,べつべつ,N,"separately, individually"
ベテラン,ベテラン,N,veteran
ヘリコプター,ヘリコプター,N,helicopter
編集,へんしゅう,N,"editing, compilation, editorial (e.g., committee)"
便所,べんじょ,N,"toilet, lavatory"
ペンチ,ペンチ,N,pliers (lit: pinchers)
ボーナス,ボーナス,N,bonus
望遠鏡,ぼうえんきょう,N,telescope
方角,ほうがく,N,"direction, way"
箒,ほうき,N,broom
方言,ほうげん,N,dialect
坊さん,ぼうさん,N,"Buddhist priest, monk"
防止,ぼうし,N,"prevention, check"
方針,ほうしん,N,"objective, plan, policy"
法則,ほうそく,N,"law, rule"
包帯,ほうたい,N,bandage
膨大,ぼうだい,N,"enormous, extensive"
包丁,ほうちょう,N,"kitchen knife, carving knife"
方程式,ほうていしき,N,equation
防犯,ぼうはん,N,prevention of crime
方面,ほうめん,N,direction; area
坊や,ぼうや,N,boy
放る,ほうる,V,to let go
朗らか,ほがらか,N,"bright, cheerful, melodious"
朗らか(な),ほがらか(な),N,"cheerful, merry bright (sky, day, etc.), fine, clear"
牧場,ぼくじょう,N,farm (livestock); pasture land
牧畜,ぼくちく,N,stock-farming
保健,ほけん,N,"health preservation, hygiene, sanitation"
募集,ぼしゅう,N,recruitment
干す,ほす,V,"to air, to dry, to drink up"
ポスター,ポスター,N,poster
北極,ほっきょく,N,North Pole
坊っちゃん,ぼっちゃん,N,son (of others)
掘る,ほる,V,"to dig, to excavate"
彫る,ほる,V,"to carve, to chisel"
ぼろ,ぼろ,N,"rag, tattered clothes"
盆,ぼん,N,Festival of the Dead; tray
盆地,ぼんち,N,"basin (e.g., between mountains)"
本部,ほんぶ,N,headquarters
本来,ほんらい,N,"essentially, naturally, by nature"
まあまあ,まあまあ,N,okay; so-so; decent
枚数,まいすう,N,the number of flat things
毎度,まいど,N,"each time, common service-sector greeting"
まく,まく,V,"to wind, to coil, to roll"
枕,まくら,N,pillow
曲げる,まげる,V,"to bend, to crook, to lean"
まごまご,まごまご,N,"confused, be at a loss"
摩擦,まさつ,N,friction; rubbing; chafe
まざる,まざる,V,"to be mixed, to be blended with, to associate with"
まじる,まじる,V,"to be mixed, to be blended with, to associate with"
マスク,マスク,N,mask
まぜる,まぜる,V,"to mix, to stir"
またぐ,またぐ,V,to straddle
跨ぐ,またぐ,V,"to step over/across, to stride over/across, to cross to stretch over, to span, to bridge, to saddle, to straddle"
待合室,まちあいしつ,N,waiting room
待ち合わせる,まちあわせる,V,"to rendezvous, to meet at a prearranged place and time"
街角,まちかど,N,street corner
真っ暗,まっくら,N,total darkness
真っ黒,まっくろ,N,pitch black
真っ青,まっさお,N,"deep blue, ghastly pale"
真っ先,まっさき,N,"foremost, beginning"
真っ白,まっしろ,N,pure white
祭る,まつる,V,"to deify, to enshrine"
窓口,まどぐち,N,(ticket) window
真似る,まねる,V,"to mimic, to imitate"
まぶた,まぶた,N,eyelids
マフラー,マフラー,N,a winter scarf
間も無く,まもなく,N,"soon, in a short time"
間もなく,まもなく,N,"soon, shortly, before long, in a short time, in a little while"
マラソン,マラソン,N,marathon
稀,まれ,N,"rare, seldom"
回り道,まわりみち,N,detour
満員,まんいん,N,"full house, no vacancy, sold out"
マンション,マンション,N,"multistory apartment house, condominium"
満点,まんてん,N,perfect score
見上げる,みあげる,V,"to look up at, to admire"
見送る,みおくる,V,to see off; to escort; to let pass
見下ろす,みおろす,V,"to overlook, to look down on something"
見掛け,みかけ,N,outward appearance
三日月,みかづき,N,crescent moon
岬,みさき,N,cape (on coast)
みじめ,みじめ,N,"sad, pitiful, wretched"
惨めな,みじめな,N,"miserable, wretched, unhappy, sad, pitiable"
ミシン,ミシン,N,sewing machine
自ら,みずから,N,"for one's self, personally"
水着,みずぎ,N,bathing suit (woman's)
店屋,みせや,N,"store, shop"
見出し,みだし,N,"heading, index"
道順,みちじゅん,N,"itinerary, route"
みっともない,みっともない,N,"shameful, indecent"
見詰める,みつめる,V,"to stare at, to gaze at"
見直す,みなおす,V,"to look over again, to review"
見慣れる,みなれる,V,"to become used to seeing, to be familiar with"
醜い,みにくい,N,ugly
実る,みのる,V,"to bear fruit, to ripen"
身分,みぶん,N,"position, status"
見本,みほん,N,sample
見舞う,みまう,V,"to ask after (health), to visit"
未満,みまん,N,"less than, insufficient"
名字,みょうじ,N,"surname, family name"
ミリ (メートル),ミリ (メートル),N,milli-
民間,みんかん,N,"private, civilian"
民謡,みんよう,N,"folk song, popular song"
無限,むげん,N,infinite
無地,むじ,N,plain
矛盾,むじゅん,N,"contradiction, inconsistency"
無数,むすう,N,"countless number, infinite number"
紫,むらさき,N,"purple color, violet"
群れ,むれ,N,"crowd, flock, herd"
姪,めい,N,niece
名作,めいさく,N,masterpiece
名所,めいしょ,N,famous place
迷信,めいしん,N,superstition
命ずる,めいずる,V,"to command, to appoint"
名物,めいぶつ,N,"famous product, special product, speciality"
銘々,めいめい,N,"each, individual"
恵まれる,めぐまれる,V,"to be blessed with, to be rich in"
巡る,めぐる,V,to go around
目指す,めざす,V,"to aim at, to have an eye on"
目覚し,めざまし,N,alarm-clock
目下,めした,N,"at present, now"
目印,めじるし,N,"mark, sign, landmark"
目立つ,めだつ,V,"to be conspicuous, to stand out"
めちゃくちゃ,めちゃくちゃ,N,"absurd, messed up, wrecked"
めっきり,めっきり,N,remarkably
めでたい,めでたい,N,"happy, propitious, joyous"
メニュー,メニュー,N,menu
めまい,めまい,N,"dizziness, giddiness"
目安,めやす,N,"criterion, aim"
免税,めんぜい,N,tax exemption
面積,めんせき,N,area
面倒臭い,めんどうくさい,N,"bother to do, tiresome"
モーター,モーター,N,motor
儲かる,もうかる,V,"to be profitable, to yield a profit"
儲ける,もうける,V,"to earn, to have (bear, beget) a child"
申し訳ない,もうしわけない,N,"inexcusable, I am sorry"
木材,もくざい,N,"lumber, timber, wood"
目次,もくじ,N,table of contents
潜る,もぐる,V,"to dive, to pass through; to evade, to hide"
もしかしたら,もしかしたら,N,"perhaps, maybe, by some chance"
もたれる,もたれる,V,"to lean against, to lean on"
凭れる,もたれる,V,"to lean against, to lean on, to recline on"
モダン,モダン,N,modern
餅,もち,N,sticky rice cake
モデル,モデル,N,a fashion model
元々,もともと,N,"originally, by nature, from the start"
物置,ものおき,N,storage room
物語る,ものがたる,V,"to tell, to indicate"
物差し,ものさし,N,"ruler, measure"
物凄い,ものすごい,N,"earth-shattering, staggering, to a very great extent"
モノレール,モノレール,N,monorail
揉む,もむ,V,"to rub, to crumple (up), to wrinkle"
もやす,もやす,V,to burn
催し,もよおし,N,"event, festivities, function"
盛る,もる,V,to serve (food); to fill up; to prescribe
問答,もんどう,N,"questions and answers, dialogue"
やかましい,やかましい,V,"to be fussy, to be overly critical"
喧しい,やかましい,N,"noisy, loud, clamorous, boisterous"
夜間,やかん,N,"at night, nighttime"
やかん,やかん,N,kettle
役者,やくしゃ,N,actor
役所,やくしょ,N,"government office, public office"
役人,やくにん,N,government official
薬品,やくひん,N,"medicine(s), chemical(s)"
役目,やくめ,N,"duty, business"
火傷,やけど,N,"burn, scald"
夜行,やこう,N,"night train, night travel"
矢印,やじるし,N,directing arrow
やたらに,やたらに,N,"randomly, recklessly, blindly"
薬局,やっきょく,N,"pharmacy, drugstore"
やっつける,やっつける,V,"to attack (an enemy), to beat, to finish off"
やっぱり,やっぱり,N,"after all, anyway"
家主,やぬし,N,landlord
破く,やぶく,V,to tear
やむをえない,やむをえない,N,"cannot be helped, unavoidable"
軟らかい,やわらかい,N,"soft, tender, limp"
遊園地,ゆうえんち,N,amusement park
夕刊,ゆうかん,N,evening paper
郵送,ゆうそう,N,mailing
夕立,ゆうだち,N,(sudden) evening shower (rain)
夕日,ゆうひ,N,"(in) the evening sun, setting sun"
悠々,ゆうゆう,N,"quiet, calm, leisurely"
有料,ゆうりょう,N,"admission-paid, toll"
浴衣,ゆかた,N,"bathrobe, informal summer kimono"
行方,ゆくえ,N,one's whereabouts
湯気,ゆげ,N,steam
輸血,ゆけつ,N,blood transfusion
輸送,ゆそう,N,"transport, transportation"
油断,ゆだん,N,"negligence, unpreparedness"
湯飲み,ゆのみ,N,teacup
湯飲,ゆのみ,N,teacup
緩い,ゆるい,N,"loose, lenient, slow"
溶岩,ようがん,N,lava
用語,ようご,N,"term, terminology"
要旨,ようし,N,"gist, essentials, summary"
幼児,ようじ,N,"infant, baby, child"
容積,ようせき,N,"capacity, volume"
幼稚,ようち,N,"infancy, childish, infantile"
幼稚園,ようちえん,N,kindergarten
用途,ようと,N,"use, usefulness"
洋品店,ようひんてん,N,clothes store
養分,ようぶん,N,"nourishment, nutrient"
羊毛,ようもう,N,wool
漸く,ようやく,N,"at last, finally, hardly"
要領,ようりょう,N,"gist, essentials, outline"
欲張り,よくばり,N,greedy
余計,よけい,N,"too much, unnecessary, abundance, surplus, excess, superfluity"
よこす,よこす,V,"to send, to forward; to hand over (e.g., money)"
よごす,よごす,N,"(1) to disgrace, to dishonour, (2) to pollute, to contaminate, to soil, to make dirty, to stain"
余所,よそ,N,"another place, somewhere else, strange parts"
四つ角,よつかど,N,"four corners, crossroads"
酔っ払い,よっぱらい,N,drunkard
予備,よび,N,"preparation, spare"
呼び掛ける,よびかける,V,"to call out to, to accost, to address (crowd), to appeal"
呼び出す,よびだす,V,"to summon, to call (e.g., phone)"
蘇る,よみがえる,V,"to be resurrected, to be revived"
慶ぶ,よろこぶ,V,"to be delighted, to be glad"
来日,らいにち,N,"coming to Japan, visit to Japan"
落第,らくだい,N,"failure, dropping out of a class"
ラッシュアワー,ラッシュアワー,N,rush hour
欄,らん,N,"column of text (e.g., as in a newspaper)"
ランチ,ランチ,N,lunch
ランニング,ランニング,N,running; tank top
乱暴,らんぼう,N,"rude, violent, rough"
理科,りか,N,science
利害,りがい,N,"advantages and disadvantages, interest"
リズム,リズム,N,rhythm
リットル,リットル,N,liter
リポート,リポート,N,"report, paper"
リボン,リボン,N,ribbon
略す,りゃくす,V,to abbreviate
流域,りゅういき,N,(river) basin
両側,りょうがわ,N,both sides
漁師,りょうし,N,fisherman
領事,りょうじ,N,consul
領収,りょうしゅう,N,"receipt, voucher"
臨時,りんじ,N,"temporary, special, extraordinary"
留守番,るすばん,N,"care-taking, caretaker, house-watching"
零点,れいてん,N,"zero, no marks"
冷凍,れいとう,N,"freezing, cold storage, refrigeration"
レインコート,レインコート,N,raincoat
レクリェーション,レクリェーション,N,recreation
レジャー,レジャー,N,leisure
列島,れっとう,N,chain of islands
煉瓦,れんが,N,brick
連合,れんごう,N,"union, alliance"
レンズ,レンズ,N,lens
ローマ字,ローマじ,N,"romanization, Roman letters (alphabet)"
ろうそく,ろうそく,N,candle
録音,ろくおん,N,(audio) recording
ロッカー,ロッカー,N,locker
ロビー,ロビー,N,lobby
論ずる,ろんずる,V,"to argue, to discuss"
和英,わえい,N,Japanese-English
若々しい,わかわかしい,N,"youthful, young"
詫びる,わびる,V,to apologize
和服,わふく,N,Japanese clothes
割合に,わりあいに,N,"relatively, comparatively"
割算,わりざん,N,division (math)
割と,わりと,N,"relatively, comparatively"
割引,わりびき,N,discount
ワンピース,ワンピース,N,one-piece dress
