word,pinyin,pos,english
讨人喜欢,tǎo rén xǐhuan,,
特产,tèchǎn,N,
特长,tècháng,N,
特例,tèlì,N,
特权,tèquán,N,
特邀,tèyāo,V,
特制,tèzhì,V,
特质,tèzhì,N,
腾,téng,V,
藤椅,téngyǐ,N,
剔除,tīchú,V,
梯子,tīzi,N,
提拔,tíbá,V,
提炼,tíliàn,V,
提名,tímíng,,
提速,tísù,,
提心吊胆,tíxīn-diàodǎn,,
提议,tíyì,V/N,
提早,tízǎo,V,
体谅,tǐliàng,V,
体面,tǐmiàn,N/Adj,
体能,tǐnéng,N,
体贴,tǐtiē,V,
体温,tǐwēn,N,
体系,tǐxì,N,
体制,tǐzhì,N,
体质,tǐzhì,N,
剃,tì,V,
替换,tìhuàn,V,
替身,tìshēn,N,
天长地久,tiāncháng-dìjiǔ,,
天地,tiāndì,N,
天鹅,tiān'é,N,
天分,tiānfèn,N,
天赋,tiānfù,V/N,
天经地义,tiānjīng-dìyì,,
天平,tiānpíng,N,
天桥,tiānqiáo,N,
天生,tiānshēng,Adj,
天使,tiānshǐ,N,
天线,tiānxiàn,N,
天性,tiānxìng,N,
天主教,Tiānzhǔjiào,N,
添加,tiānjiā,V,
甜美,tiánměi,Adj,
甜蜜,tiánmì,Adj,
甜头,tiántou,N,
填补,tiánbǔ,V,
填充,tiánchōng,V,
填写,tiánxiě,V,
舔,tiǎn,V,
挑剔,tiāoti,V,
条款,tiáokuǎn,N,
条例,tiáolì,N,
条约,tiáoyuē,N,
调侃,tiáokǎn,V,
调控,tiáokòng,V,
调料,tiáoliào,N,
调试,tiáoshì,V,
挑起,tiǎoqǐ,,
挑衅,tiǎoxìn,V,
跳槽,tiàocáo,,
跳动,tiàodòng,V,
跳伞,tiàosǎn,,
跳跃,tiàoyuè,V,
贴近,tiējìn,V/Adj,
贴切,tiēqiè,Adj,
帖子,tiězi,N,
听从,tīngcóng,V,
听话,tīnghuà,,
停泊,tíngbó,V,
停车位,tíngchēwèi,N,
停电,tíngdiàn,V,
停顿,tíngdùn,V,
停放,tíngfàng,V,
停业,tíngyè,,
通畅,tōngchàng,Adj,
通车,tōngchē,,
通风,tōngfēng,,
通告,tōnggào,V/N,
通缉,tōngjī,V,
通顺,tōngshùn,Adj,
通俗,tōngsú,Adj,
通通,tōngtōng,Adv,
通往,tōngwǎng,,
通宵,tōngxiāo,N,
通行证,tōngxíngzhèng,N,
同伴,tóngbàn,N,
同步,tóngbù,V,
同等,tóngděng,Adj,
同感,tónggǎn,N,
同伙,tónghuǒ,V/N,
同类,tónglèi,Adj/N,
同盟,tóngméng,V/N,
同年,tóngnián,N,
同人,tóngrén,N,
同志,tóngzhì,N,
同舟共济,tóngzhōu-gòngjì,,
铜,tóng,N,
统筹,tǒngchóu,V,
统统,tǒngtǒng,Adv,
统治,tǒngzhì,V,
捅,tǒng,V,
桶,tǒng,N,
筒,tǒng,N,
痛,tòng,Adv,
痛心,tòngxīn,Adj,
偷看,tōukàn,,
偷窥,tōukuī,V,
偷懒,tōulǎn,,
头部,tóubù,N,
头顶,tóudǐng,N,
头号,tóuhào,Adj,
头条,tóutiáo,N,
头头是道,tóutóu-shìdào,,
头衔,tóuxián,N,
头晕,tóuyūn,V,
投奔,tóubèn,V,
投稿,tóugǎo,,
投机,tóujī,Adj/V,
投射,tóushè,V,
投身,tóushēn,V,
投降,tóuxiáng,V,
透彻,tòuchè,Adj,
透过,tòuguò,V,
透气,tòuqì,,
透支,tòuzhī,V,
凸,tū,Adj,
凸显,tūxiǎn,V,
秃,tū,Adj,
突发,tūfā,V,
突击,tūjī,V,
突破口,tūpòkǒu,N,
突如其来,tūrú-qílái,,
图表,túbiǎo,N,
图像,túxiàng,N,
图形,túxíng,N,
图纸,túzhǐ,N,
徒步,túbù,Adv,
涂,tú,V,
屠杀,túshā,V,
土匪,tǔfěi,N,
土壤,tǔrǎng,N,
土生土长,tǔshēng-tǔzhǎng,,
团伙,tuánhuǒ,N,
团聚,tuánjù,V,
团员,tuányuán,N,
团圆,tuányuán,V,
推测,tuīcè,V,
推辞,tuīcí,V,
推断,tuīduàn,V,
推翻,tuīfān,,
推荐,tuījiàn,V,
推理,tuīlǐ,V,
推敲,tuīqiāo,V,
推算,tuīsuàn,V,
推卸,tuīxiè,V,
推选,tuīxuǎn,V,
推移,tuīyí,V,
颓废,tuífèi,Adj,
退回,tuìhuí,V,
退却,tuìquè,V,
退让,tuìràng,V,
退缩,tuìsuō,V,
退休金,tuìxiūjīn,N,
退学,tuìxué,,
退役,tuìyì,,
屯,tún,N,
托付,tuōfù,V,
拖累,tuōlěi,V,
拖欠,tuōqiàn,V,
拖延,tuōyán,V,
脱节,tuōjié,,
脱口而出,tuōkǒu'érchū,,
脱落,tuōluò,V,
脱身,tuōshēn,,
脱颖而出,tuōyǐng'érchū,,
驮,tuó,V,
妥,tuǒ,Adj,
妥当,tuǒdàng,Adj,
妥善,tuǒshàn,Adj,
妥协,tuǒxié,V,
拓宽,tuòkuān,V,
拓展,tuòzhǎn,V,
唾液,tuòyè,N,
挖掘,wājué,V,
挖苦,wāku,V,
瓦,wǎ,N,
歪,wāi,Adj,
歪曲,wāiqū,V,
外表,wàibiǎo,N,
外公,wàigōng,N,
外行,wàiháng,Adj/N,
外号,wàihào,N,
外籍,wàijí,N,
外贸,wàimào,N,
外貌,wàimào,N,
外婆,wàipó,N,
外企,wàiqǐ,N,
外星人,wàixīngrén,N,
外形,wàixíng,N,
外援,wàiyuán,N,
丸,wán,N/M,
完备,wánbèi,Adj,
完毕,wánbì,V,
完蛋,wándàn,,
完好,wánhǎo,Adj,
玩耍,wánshuǎ,V,
玩意儿,wányìr,N,
顽固,wángù,Adj,
挽,wǎn,V,
挽回,wǎnhuí,V,
挽救,wǎnjiù,V,
晚间,wǎnjiān,N,
晚年,wǎnnián,N,
晚期,wǎnqī,N,
惋惜,wǎnxī,Adj,
万分,wànfēn,Adv,
万古长青,wàngǔ-chángqīng,,
万能,wànnéng,Adj,
万万,wànwàn,Adv,
万无一失,wànwú-yīshī,,
汪洋,wāngyáng,Adj,
亡羊补牢,wángyáng-bǔláo,,
王国,wángguó,N,
王牌,wángpái,N,
网点,wǎngdiǎn,N,
网民,wǎngmín,N,
往常,wǎngcháng,N,
往返,wǎngfǎn,V,
往日,wǎngrì,N,
往事,wǎngshì,N,
妄想,wàngxiǎng,V/N,
忘不了,wàng bu liǎo,,
忘掉,wàngdiào,,
旺,wàng,Adj,
旺季,wàngjì,N,
旺盛,wàngshèng,Adj,
望,wàng,V,
望远镜,wàngyuǎnjìng,N,
危及,wēijí,V,
危急,wēijí,Adj,
威风,wēifēng,N/Adj,
威力,wēilì,N,
威慑,wēishè,V,
威信,wēixìn,N,
微不足道,wēibùzúdào,,
微观,wēiguān,Adj,
微妙,wēimiào,Adj,
微弱,wēiruò,Adj,
微型,wēixíng,Adj,
为人,wéirén,V/N,
违背,wéibèi,V,
违约,wéiyuē,,
违章,wéizhāng,,
围墙,wéiqiáng,N,
唯,wéi,Adv,
唯独,wéidú,Adv,
伪造,wěizào,V,
伪装,wěizhuāng,V/N,
尾气,wěiqì,N,
尾声,wěishēng,N,
纬度,wěidù,N,
委屈,wěiqu,Adj/V,
委婉,wěiwǎn,Adj,
委员,wěiyuán,N,
委员会,wěiyuánhuì,N,
萎缩,wěisuō,V,
卫视,wèishì,N,
未,wèi,Adv,
未成年人,wèichéngniánrén,N,
未经,wèijīng,V,
未免,wèimiǎn,Adv,
未知数,wèizhīshù,N,
位子,wèizi,N,
味精,wèijīng,N,
畏惧,wèijù,V,
畏缩,wèisuō,V,
胃口,wèikǒu,N,
喂养,wèiyǎng,V,
慰劳,wèiláo,V,
温度计,wēndùjì,N,
温泉,wēnquán,N,
温柔,wēnróu,Adj,
温室,wēnshì,N,
温习,wēnxí,V,
温馨,wēnxīn,Adj,
瘟疫,wēnyì,N,
文,wén,N,
文具,wénjù,N,
文科,wénkē,N,
文盲,wénmáng,N,
文凭,wénpíng,N,
文人,wénrén,N,
文物,wénwù,N,
文献,wénxiàn,N,
文雅,wényǎ,Adj,
闻名,wénmíng,V,
蚊帐,wénzhàng,N,
蚊子,wénzi,N,
吻,wěn,N/V,
吻合,wěnhé,Adj,
紊乱,wěnluàn,Adj,
稳固,wěngù,Adj/V,
稳健,wěnjiàn,Adj,
稳妥,wěntuǒ,Adj,
稳重,wěnzhòng,Adj,
问卷,wènjuàn,N,
问世,wènshì,V,
窝,wō,N,
卧,wò,V,
污秽,wūhuì,Adj/N,
巫婆,wūpó,N,
呜咽,wūyè,V,
屋顶,wūdǐng,N,
无比,wúbǐ,V,
无不,wúbù,Adv,
无偿,wúcháng,Adj,
无敌,wúdí,V,
无恶不作,wú'è-bùzuò,,
无非,wúfēi,Adv,
无辜,wúgū,Adj/N,
无故,wúgù,Adv,
无关紧要,wúguān-jǐnyào,,
无话可说,wúhuà-kěshuō,,
无济于事,wújìyúshì,,
无家可归,wújiā-kěguī,,
无精打采,wújīng-dǎcǎi,,
无可奉告,wúkěfènggào,,
无可厚非,wúkěhòufēi,,
无可奈何,wúkěnàihé,,
无理,wúlǐ,V,
无力,wúlì,V,
无论如何,wúlùn-rúhé,,
无能,wúnéng,Adj,
无能为力,wúnéngwéilì,,
无情,wúqíng,Adj,
无情无义,wúqíng-wúyì,,
无穷,wúqióng,V,
无私,wúsī,Adj,
无所事事,wúsuǒshìshì,,
无所作为,wúsuǒzuòwéi,,
无条件,wútiáojiàn,V,
无微不至,wúwēi-bùzhì,,
无线,wúxiàn,Adj,
无线电,wúxiàndiàn,N,
无形,wúxíng,Adj,
无形中,wúxíngzhōng,Adv,
无须,wúxū,Adv,
无意,wúyì,V/Adv,
无忧无虑,wúyōu-wúlǜ,,
无缘,wúyuán,V/Adv,
无知,wúzhī,Adj,
无足轻重,wúzú-qīngzhòng,,
五花八门,wǔhuā-bāmén,,
五星级,wǔxīngjí,Adj,
武力,wǔlì,N,
武装,wǔzhuāng,N/V,
侮辱,wǔrǔ,V,
捂,wǔ,V,
舞厅,wǔtīng,N,
勿,wù,Adv,
务必,wùbì,Adv,
务实,wùshí,Adj,
物流,wùliú,N,
物体,wùtǐ,N,
物证,wùzhèng,N,
物资,wùzī,N,
误差,wùchā,N,
误导,wùdǎo,V,
误区,wùqū,N,
雾,wù,N,
吸纳,xīnà,V,
吸取,xīqǔ,V,
昔日,xīrì,N,
息息相关,xīxī-xiāngguān,,
稀,xī,Adj,
稀罕,xīhan,Adj/V,
稀奇,xīqí,Adj,
稀少,xīshǎo,Adj,
锡,xī,N,
熙熙攘攘,xīxī-rǎngrǎng,Adj,
熄火,xīhuǒ,,
膝盖,xīgài,N,
嬉笑,xīxiào,V,
习俗,xísú,N,
席,xí,N,
席位,xíwèi,N,
袭击,xíjī,V,
媳妇,xífu,N,
洗涤剂,xǐdíjì,N,
洗礼,xǐlǐ,N,
喜出望外,xǐchūwàngwài,,
喜好,xǐhào,V/N,
喜酒,xǐjiǔ,N,
喜怒哀乐,xǐ-nù-āi-lè,,
喜庆,xǐqìng,Adj/N,
喜事,xǐshì,N,
喜糖,xǐtáng,N,
喜洋洋,xǐyángyáng,Adj,
喜悦,xǐyuè,Adj,
细腻,xìnì,Adj,
细微,xìwēi,Adj,
细心,xìxīn,Adj,
虾,xiā,N,
瞎,xiā,V/Adv,
侠义,xiáyì,Adj,
峡谷,xiágǔ,N,
狭隘,xiá'ài,Adj,
狭小,xiáxiǎo,Adj,
狭窄,xiázhǎi,Adj,
下场,xiàchǎng,N,
下跌,xiàdiē,V,
下岗,xiàgǎng,,
下功夫,xià gōngfu,,
下海,xiàhǎi,,
下级,xiàjí,N,
下决心,xià juéxīn,,
下令,xiàlìng,,
下落,xiàluò,N,
下期,xià qī,,
下棋,xiàqí,,
下山,xiàshān,,
下手,xiàshǒu,,
下属,xiàshǔ,N,
下台,xiàtái,,
下调,xiàtiáo,V,
下乡,xiàxiāng,,
下旬,xiàxún,N,
下一代,xià yī dài,,
下意识,xiàyìshí,N/Adv,
下游,xiàyóu,N,
下坠,xiàzhuì,V,
吓唬,xiàhu,V,
吓人,xiàrén,,
夏令营,xiàlìngyíng,N,
仙鹤,xiānhè,N,
仙女,xiānnǚ,N,
先例,xiānlì,N,
先天,xiāntiān,N,
纤维,xiānwéi,N,
掀,xiān,V,
掀起,xiānqǐ,V,
鲜活,xiānhuó,Adj,
鲜美,xiānměi,Adj,
鲜血,xiānxuè,N,
弦,xián,N,
衔接,xiánjiē,V,
嫌弃,xiánqì,V,
嫌疑,xiányí,N,
显而易见,xiǎn'éryìjiàn,,
显赫,xiǎnhè,Adj,
显示器,xiǎnshìqì,N,
显现,xiǎnxiàn,V,
显眼,xiǎnyǎn,Adj,
现成,xiànchéng,Adj,
现任,xiànrèn,V/Adj,
现行,xiànxíng,Adj,
限,xiàn,V,
限定,xiàndìng,V,
限度,xiàndù,N,
限于,xiànyú,V,
线条,xiàntiáo,N,
宪法,xiànfǎ,N,
陷,xiàn,V,
陷阱,xiànjǐng,N,
馅儿,xiànr,N,
羡慕,xiànmù,V,
献血,xiànxiě,V,
腺,xiàn,N,
乡亲,xiāngqīn,N,
乡下,xiāngxia,N,
相伴,xiāngbàn,V,
相比之下,xiāngbǐ zhī xià,,
相差,xiāngchà,V,
相传,xiāngchuán,V,
相当于,xiāngdāngyú,V,
相对,xiāngduì,V/Adj,
相对而言,xiāngduì-éryán,,
相辅相成,xiāngfǔ-xiāngchéng,,
相继,xiāngjì,Adv,
相连,xiānglián,V,
相识,xiāngshí,V,
相提并论,xiāngtí-bìnglùn,,
相通,xiāngtōng,V,
相依为命,xiāngyī-wéimìng,,
相遇,xiāngyù,V,
相约,xiāngyuē,V,
香料,xiāngliào,N,
香水,xiāngshuǐ,N,
香味,xiāngwèi,N,
香烟,xiāngyān,N,
香油,xiāngyóu,N,
镶,xiāng,V,
镶嵌,xiāngqiàn,V,
详尽,xiángjìn,Adj,
祥和,xiánghé,Adj,
享,xiǎng,V,
享有,xiǎngyǒu,V,
响亮,xiǎngliàng,Adj,
响起,xiǎngqǐ,,
响应,xiǎngyìng,V,
想方设法,xiǎngfāng-shèfǎ,,
向来,xiànglái,Adv,
向往,xiàngwǎng,V,
向着,xiàngzhe,V,
项链,xiàngliàn,N,
像,xiàng,N,
像样,xiàngyàng,,
橡胶,xiàngjiāo,N,
橡皮,xiàngpí,N,
削,xiāo,V,
消,xiāo,V,
消沉,xiāochén,Adj,
消遣,xiāoqiǎn,V,
萧条,xiāotiáo,Adj,
销,xiāo,V,
销毁,xiāohuǐ,V,
销量,xiāoliàng,N,
潇洒,xiāosǎ,Adj,
小丑,xiǎochǒu,N,
小贩,xiǎofàn,N,
小看,xiǎokàn,V,
小康,xiǎokāng,Adj,
小路,xiǎolù,N,
小品,xiǎopǐn,N,
小气,xiǎoqi,Adj,
小区,xiǎoqū,N,
小曲,xiǎoqǔ,N,
小人,xiǎorén,N,
小提琴,xiǎotíqín,N,
小溪,xiǎoxī,N,
小心翼翼,xiǎoxīn-yìyì,,
小卒,xiǎozú,N,
孝敬,xiàojìng,V,
孝顺,xiàoshùn,V,
肖像,xiàoxiàng,N,
效仿,xiàofǎng,V,
效力,xiàolì,N,
效益,xiàoyì,N,
效应,xiàoyìng,N,
协定,xiédìng,N/V,
协同,xiétóng,V,
协作,xiézuò,V,
邪,xié,Adj,
邪恶,xié'è,Adj,
挟持,xiéchí,V,
携带,xiédài,V,
携手,xiéshǒu,V,
写照,xiězhào,V/N,
泄,xiè,V,
泄漏,xièlòu,V,
泄露,xièlòu,V,
泄密,xièmì,,
泄气,xièqì,,
泻,xiè,V,
卸,xiè,V,
心爱,xīn'ài,Adj,
心安理得,xīn'ān-lǐdé,,
心病,xīnbìng,N,
心肠,xīncháng,N,
心得,xīndé,N,
心慌,xīnhuāng,,
心急如焚,xīnjí-rúfén,,
心里话,xīnlǐhuà,N,
心灵手巧,xīnlíng-shǒuqiǎo,,
心目,xīnmù,N,
心声,xīnshēng,N,
心事,xīnshì,N,
心思,xīnsi,N,
心酸,xīnsuān,,
心想事成,xīnxiǎng-shìchéng,,
心胸,xīnxiōng,N,
心血,xīnxuè,N,
心眼儿,xīnyǎnr,N,
心意,xīnyì,N,
芯片,xīnpiàn,N,
辛勤,xīnqín,Adj,
辛酸,xīnsuān,Adj,
欣慰,xīnwèi,Adj,
欣喜,xīnxǐ,Adj,
欣欣向荣,xīnxīn-xiàngróng,,
新潮,xīncháo,N/Adj,
新陈代谢,xīnchén-dàixiè,,
新房,xīnfáng,N,
新款,xīnkuǎn,N,
新奇,xīnqí,Adj,
新生,xīnshēng,Adj/N,
新式,xīnshì,Adj,
新手,xīnshǒu,N,
新颖,xīnyǐng,Adj,
信贷,xìndài,N,
信件,xìnjiàn,N,
信赖,xìnlài,V,
信誉,xìnyù,N,
兴奋剂,xīngfènjì,N,
兴建,xīngjiàn,V,
兴起,xīngqǐ,V,
星座,xīngzuò,N,
猩猩,xīngxing,N,
腥,xīng,Adj,
刑法,xíngfǎ,N,
行使,xíngshǐ,V,
行政,xíngzhèng,N,
行走,xíngzǒu,V,
形形色色,xíngxíngsèsè,Adj,
形影不离,xíngyǐng-bùlí,,
醒来,xǐnglai,,
醒目,xǐngmù,Adj,
醒悟,xǐngwù,V,
兴高采烈,xìnggāo-cǎiliè,,
兴致,xìngzhì,N,
幸存,xìngcún,V,
幸好,xìnghǎo,Adv,
幸亏,xìngkuī,Adv,
幸免,xìngmiǎn,V,
性价比,xìngjiàbǐ,N,
性命,xìngmìng,N,
性情,xìngqíng,N,
姓氏,xìngshì,N,
凶残,xiōngcán,Adj,
凶残,xiōngcán,Adj,
凶恶,xiōng'è,Adj,
凶狠,xiōnghěn,Adj,
凶猛,xiōngměng,Adj,
汹涌,xiōngyǒng,V,
胸膛,xiōngtáng,N,
胸有成竹,xiōngyǒuchéngzhú,,
雄厚,xiónghòu,Adj,
休克,xiūkè,V,
休眠,xiūmián,V,
休想,xiūxiǎng,V,
休养,xiūyǎng,V,
修补,xiūbǔ,V,
修长,xiūcháng,Adj,
修订,xiūdìng,V,
修路,xiūlù,,
修正,xiūzhèng,V,
羞愧,xiūkuì,Adj,
秀丽,xiùlì,Adj,
秀美,xiùměi,Adj,
袖手旁观,xiùshǒu-pángguān,,
绣,xiù,V,
锈,xiù,N/V,
嗅觉,xiùjué,N,
须,xū,V,
虚,xū,Adj/Adv,
虚构,xūgòu,V,
虚幻,xūhuàn,Adj,
虚假,xūjiǎ,Adj,
虚拟,xūnǐ,V/Adj,
虚弱,xūruò,Adj,
虚伪,xūwěi,Adj,
需,xū,V,
徐徐,xúxú,Adj,
许,xǔ,V/Adv,
许可证,xǔkězhèng,N,
旭日,xùrì,N,
序,xù,N,
序幕,xùmù,N,
叙述,xùshù,V,
酗酒,xùjiǔ,V,
续,xù,V,
絮叨,xùdao,Adj,
宣称,xuānchēng,V,
宣读,xuāndú,V,
宣告,xuāngào,V,
宣誓,xuānshì,,
宣泄,xuānxiè,V,
宣言,xuānyán,N,
宣扬,xuānyáng,V,
喧哗,xuānhuá,V/Adj,
喧闹,xuānnào,Adj,
玄,xuán,Adj,
玄机,xuánjī,N,
悬挂,xuánguà,V,
悬念,xuánniàn,N,
悬殊,xuánshū,Adj,
悬崖,xuányá,N,
旋律,xuánlǜ,N,
旋涡,xuánwō,N,
选民,xuǎnmín,N,
选项,xuǎnxiàng,N,
选用,xuǎnyòng,V,
炫耀,xuànyào,V,
削弱,xuēruò,V,
靴子,xuēzi,N,
穴位,xuéwèi,N,
学历,xuélì,N,
学士,xuéshì,N,
学说,xuéshuō,N,
学堂,xuétáng,N,
学业,xuéyè,N,
学艺,xuéyì,V,
学子,xuézǐ,N,
雪山,xuěshān,N,
雪上加霜,xuěshàng-jiāshuāng,,
血脉,xuèmài,N,
血栓,xuèshuān,N,
血压,xuèyā,N,
血缘,xuèyuán,N,
勋章,xūnzhāng,N,
熏,xūn,V,
熏陶,xūntáo,V,
熏陶,xūntáo,V,
寻,xún,V,
寻常,xúncháng,Adj,
寻觅,xúnmì,V,
巡逻,xúnluó,V,
循序渐进,xúnxù-jiànjìn,,
训,xùn,V,
驯,xùn,V,
逊色,xùnsè,N/Adj,
丫头,yātou,N,
压倒,yādǎo,,
压缩,yāsuō,V,
压抑,yāyì,V,
压制,yāzhì,V,
押,yā,V,
鸦雀无声,yāquè-wúshēng,,
牙齿,yáchǐ,N,
牙膏,yágāo,N,
芽,yá,N,
哑,yǎ,Adj,
咽喉,yānhóu,N,
烟囱,yāncōng,N,
烟火,yānhuǒ,N,
淹,yān,V,
延,yán,V,
延缓,yánhuǎn,V,
延误,yánwù,V,
严谨,yánjǐn,Adj,
严禁,yánjìn,V,
严峻,yánjùn,Adj,
严密,yánmì,Adj/V,
言辞,yáncí,N,
言论,yánlùn,N,
言行,yánxíng,N,
岩石,yánshí,N,
炎热,yánrè,Adj,
炎症,yánzhèng,N,
沿岸,yán'àn,N,
沿途,yántú,N/Adv,
沿线,yánxiàn,N,
研讨,yántǎo,V,
阎王,Yánwang,N,
衍生,yǎnshēng,V,
掩盖,yǎngài,V,
掩护,yǎnhù,V,
掩饰,yǎnshì,V,
眼红,yǎnhóng,Adj,
眼界,yǎnjiè,N,
眼色,yǎnsè,N,
眼神,yǎnshén,N,
眼下,yǎnxià,N,
演变,yǎnbiàn,V,
演播室,yǎnbōshì,N,
演技,yǎnjì,N,
演练,yǎnliàn,V,
演示,yǎnshì,V,
演说,yǎnshuō,V/N,
演习,yǎnxí,V,
演戏,yǎnxì,,
演艺圈,yǎnyìquān,N,
演绎,yǎnyì,N/V,
厌烦,yànfán,V,
厌倦,yànjuàn,V,
咽,yàn,V,
艳丽,yànlì,Adj,
验,yàn,V,
验收,yànshōu,V,
验证,yànzhèng,V,
焰火,yànhuǒ,N,
燕子,yànzi,N,
秧歌,yāngge,N,
扬,yáng,V,
阳性,yángxìng,N,
杨树,yángshù,N,
洋溢,yángyì,V,
养活,yǎnghuo,V,
养老金,yǎnglǎojīn,N,
养老院,yǎnglǎoyuàn,N,
养生,yǎngshēng,V,
养殖,yǎngzhí,V,
氧,yǎng,N,
痒,yǎng,Adj,
样本,yàngběn,N,
样品,yàngpǐn,N,
妖怪,yāoguài,N,
邀,yāo,V,
窑,yáo,N,
谣言,yáoyán,N,
摇摆,yáobǎi,V,
摇滚,yáogǔn,N,
摇晃,yáohuàng,V,
摇篮,yáolán,N,
摇摇欲坠,yáoyáo-yùzhuì,,
遥控,yáokòng,V,
遥远,yáoyuǎn,Adj,
药材,yàocái,N,
药方,yàofāng,N,
要不,yàobù,Conj,
要不是,yàobùshì,Conj,
要点,yàodiǎn,N,
要害,yàohài,N,
要紧,yàojǐn,Adj,
要领,yàolǐng,N,
要命,yàomìng,,
要强,yàoqiáng,Adj,
钥匙,yàoshi,N,
耀眼,yàoyǎn,Adj,
椰子,yēzi,N,
也就是说,yějiùshìshuō,,
野餐,yěcān,V,
野炊,yěchuī,V,
野蛮,yěmán,Adj,
野兽,yěshòu,N,
野外,yěwài,N,
野心,yěxīn,N,
野营,yěyíng,V,
业,yè,Suffix,
服务业,fúwùyè,N,
业绩,yèjì,N,
夜班,yèbān,N,
夜市,yèshì,N,
夜晚,yèwǎn,N,
夜校,yèxiào,N,
夜以继日,yèyǐjìrì,,
夜总会,yèzǒnghuì,N,
液晶,yèjīng,N,
液体,yètǐ,N,
一把手,yībǎshǒu,,
一线,yīxiàn,N,
一一,yīyī,Adv,
伊斯兰教,Yīsīlánjiào,N,
衣食住行,yī-shí-zhù-xíng,,
医务,yīwù,N,
依,yī,V/Prep,
依托,yītuō,V,
依依不舍,yīyī-bùshě,,
一不小心,yī bù xiǎoxīn,,
一刹那,yīchànà,N,
一大早,yīdàzǎo,N,
一动不动,yīdòng-bùdòng,,
一度,yīdù,Adv,
一概,yīgài,Adv,
一概而论,yīgài'érlùn,,
一个劲儿,yīgejìnr,Adv,
一晃,yīhuàng,V,
一技之长,yījìzhīcháng,,
一面,yīmiàn,N/Adv,
一目了然,yīmù-liǎorán,,
一事无成,yīshì-wúchéng,,
一瞬间,yīshùnjiān,N,
一味,yīwèi,Adv,
一系列,yīxìliè,Adj,
一阵,yīzhèn,,
仪表,yíbiǎo,N,
怡然自得,yírán-zìdé,,
姨,yí,N,
移交,yíjiāo,V,
移植,yízhí,V,
遗留,yíliú,V,
遗弃,yíqì,V,
遗体,yítǐ,N,
遗忘,yíwàng,V,
遗物,yíwù,N,
遗愿,yíyuàn,N,
遗址,yízhǐ,N,
遗嘱,yízhǔ,N,
疑点,yídiǎn,N,
疑惑,yíhuò,V,
疑虑,yílǜ,V,
以,yǐ,Prep/Conj,
以免,yǐmiǎn,Conj,
以身作则,yǐshēn-zuòzé,,
以至于,yǐzhìyú,Conj,
以致,yǐzhì,Conj,
矣,yǐ,Aux,
倚,yǐ,V,
一长一短,yī cháng yī duǎn,,
一成不变,yīchéng-bùbiàn,,
一筹莫展,yīchóu-mòzhǎn,,
一帆风顺,yīfān-fēngshùn,,
一干二净,yīgān-èrjìng,,
一鼓作气,yīgǔ-zuòqì,,
一锅粥,yīguōzhōu,N,
一回事,yīhuíshì,N,
一家人,yījiārén,N,
一经,yījīng,Adv,
一举,yījǔ,N/Adv,
一举一动,yījǔ-yīdòng,,
一卡通,yīkǎtōng,N,
一揽子,yīlǎnzi,Adj,
一连,yīlián,Adv,
一连串,yīliánchuàn,Adj,
一毛不拔,yīmáo-bùbá,,
一年到头,yīnián-dàotóu,,
一旁,yīpáng,N,
一如既往,yīrú-jìwǎng,,
一声不吭,yīshēng-bùkēng,,
一手,yīshǒu,N/Adv,
一塌糊涂,yītāhútú,,
一体,yītǐ,N,
一天到晚,yītiān-dàowǎn,,
一头,yītóu,Adv/N,
一无所有,yīwúsuǒyǒu,,
一无所知,yīwúsuǒzhī,,
一心,yīxīn,Adv,
一心一意,yīxīn-yīyì,,
一言不发,yīyán-bùfā,,
一言一行,yīyán-yīxíng,,
一眼,yīyǎn,,
一应俱全,yīyīng-jùquán,,
一早,yīzǎo,N,
义工,yìgōng,N,
议,yì,V,
议程,yìchéng,N,
议会,yìhuì,N,
议员,yìyuán,N,
屹立,yìlì,V,
亦,yì,Adv,
异口同声,yìkǒu-tóngshēng,,
异想天开,yìxiǎng-tiānkāi,,
异性,yìxìng,Adj/N,
异议,yìyì,N,
抑扬顿挫,yìyáng-dùncuò,,
抑郁,yìyù,Adj,
抑郁症,yìyùzhèng,N,
抑制,yìzhì,V,
译,yì,V,
易拉罐,yìlāguàn,N,
疫苗,yìmiáo,N,
益处,yìchù,N,
意料,yìliào,V,
意料之外,yìliào zhī wài,,
意图,yìtú,N,
意向,yìxiàng,N,
溢,yì,V,
毅力,yìlì,N,
毅然,yìrán,Adv,
因人而异,yīnrén'éryì,,
阴暗,yīn'àn,Adj,
阴性,yīnxìng,N,
音响,yīnxiǎng,N,
殷勤,yīnqín,Adj,
银幕,yínmù,N,
引发,yǐnfā,V,
引经据典,yǐnjīng-jùdiǎn,,
引领,yǐnlǐng,V,
引擎,yǐnqíng,N,
引人入胜,yǐnrén-rùshèng,,
引人注目,yǐnrén-zhùmù,,
引入,yǐnrù,V,
引用,yǐnyòng,V,
引诱,yǐnyòu,V,
饮水,yǐn shuǐ,,
饮用水,yǐnyòngshuǐ,N,
隐蔽,yǐnbì,V/Adj,
隐患,yǐnhuàn,N,
隐瞒,yǐnmán,V,
隐情,yǐnqíng,N,
隐身,yǐnshēn,V,
隐形,yǐnxíng,Adj,
隐性,yǐnxìng,Adj,
隐约,yǐnyuē,Adj,
瘾,yǐn,N,
印刷术,yìnshuāshù,N,
印章,yìnzhāng,N,
印证,yìnzhèng,V/N,
