word,pinyin,pos,english
支援,zhīyuán,V/N,
枝,zhī,N/M,
知名,zhīmíng,Adj,
织,zhī,V,
直升机,zhíshēngjī,N,
职责,zhízé,N,
止,zhǐ,V,
只得,zhǐdé,Adv,
只顾,zhǐgù,Adv,
只管,zhǐguǎn,Adv,
指定,zhǐdìng,V,
指数,zhǐshù,N,
指头,zhǐtou,N,
指着,zhǐzhe,,
至于,zhìyú,V/Prep,
治病,zhì bìng,,
智慧,zhìhuì,N,
中等,zhōngděng,Adj,
中华,Zhōnghuá,N,
中期,zhōngqī,N,
中外,zhōngwài,N,
忠心,zhōngxīn,N,
钟头,zhōngtóu,N,
肿,zhǒng,V,
种种,zhǒngzhǒng,Pron,
粥,zhōu,N,
珠宝,zhūbǎo,N,
诸位,zhūwèi,Pron,
主持人,zhǔchírén,N,
主角,zhǔjué,N,
主流,zhǔliú,N,
煮,zhǔ,V,
住宅,zhùzhái,N,
驻,zhù,V,
柱子,zhùzi,N,
祝愿,zhùyuàn,V,
专用,zhuānyòng,V,
转,zhuàn,V,
转动,zhuàndòng,V,
赚,zhuàn,V,
赚钱,zhuànqián,,
装备,zhuāngbèi,V/N,
壮观,zhuàngguān,Adj/N,
追究,zhuījiū,V,
捉,zhuō,V,
咨询,zīxún,V,
自来水,zìláishuǐ,N,
自我,zìwǒ,Pron,
自学,zìxué,V,
自言自语,zìyán-zìyǔ,,
自在,zìzai,Adj,
宗教,zōngjiào,N,
总部,zǒngbù,N,
总监,zǒngjiān,N,
总经理,zǒngjīnglǐ,N,
总量,zǒngliàng,N,
走私,zǒusī,,
奏,zòu,V,
租金,zūjīn,N,
足,zú,Adj/Adv,
足以,zúyǐ,V,
族,zú,N,
族,zú,Suffix,
上班族,shàngbānzú,N,
祖父,zǔfù,N,
祖国,zǔguó,N,
祖母,zǔmǔ,N,
钻,zuān,V,
最佳,zuìjiā,Adj,
最终,zuìzhōng,N,
罪,zuì,N,
罪恶,zuì'è,N,
作,zuò,V,
作废,zuòfèi,V,
作战,zuòzhàn,V,
座谈会,zuòtánhuì,N,
